type,dataset,country,id,label
person,MC1,Country_271835,John Martin,John Martin
person,MC1,Country_470077,Christopher Fields,Christopher Fields
person,MC1,Country_271835,David Romero,David Romero
location,MC1,,a691bc0a-cfdc-4b2a-a38e-efcd2799ecd1,a691bc0a-cfdc-4b2a-a38e-efcd2799ecd1
organization,MC1,,28138,28138
unknown,MC1,,âsnitch,âsnitch
organization,MC1,,3868221,3868221
organization,MC1,,79521144,79521144
person,MC1,Country_271835,Eugene Martin,Eugene Martin
person,MC1,Country_271835,Emma Jones,Emma Jones
unknown,MC1,,âbrokerâ,âbrokerâ
person,MC1,Country_271835,Cassandra Stanley,Cassandra Stanley
organization,MC1,,198,198
organization,MC1,,9768,9768
person,MC1,Country_271835,Tyler Jones,Tyler Jones
vessel,MC1,,motor,motor
organization,MC1,,11353,11353
organization,MC1,,353257,353257
organization,MC1,,31368,31368
person,MC1,Country_271835,Colton Olson,Colton Olson
person,MC1,Country_271835,Tamara Tyler,Tamara Tyler
person,MC1,Country_271835,Henry Lambert,Henry Lambert
person,MC1,Country_271835,Elizabeth Armstrong,Elizabeth Armstrong
person,MC1,Country_271835,Melissa Brock,Melissa Brock
organization,MC1,,51470600,51470600
organization,MC1,,719,719
company,MC1,Country_271835,Sudd Swamp  Wave AS Freight ,Sudd Swamp  Wave AS Freight 
organization,MC1,,74026296,74026296
political_organization,MC1,,374585759,374585759
organization,MC1,,59662085,59662085
political_organization,MC1,,7423,7423
organization,MC1,,68273,68273
organization,MC1,,649,649
person,MC1,Country_271835,Donna Green,Donna Green
person,MC1,Country_271835,Dean Reyes,Dean Reyes
organization,MC1,,96049794,96049794
vessel,MC1,,truck,truck
location,MC1,,d6d0741c-39d9-4b94-8b39-b5d2ad1669b9,d6d0741c-39d9-4b94-8b39-b5d2ad1669b9
political_organization,MC1,,291669,291669
person,MC1,Country_271835,Thomas Watkins,Thomas Watkins
company,MC1,Country_271835,Ancla del Mar Kga,Ancla del Mar Kga
person,MC1,Country_271835,Joshua Park,Joshua Park
person,MC1,Country_271835,Sergio Ross,Sergio Ross
unknown,MC1,,Plattsâ,Plattsâ
person,MC1,Country_271835,Patricia Hunter,Patricia Hunter
vessel,MC1,,Deepwater Horizon,Deepwater Horizon
organization,MC1,,455617,455617
person,MC1,Country_271835,Dale Chandler,Dale Chandler
person,MC1,Country_271835,Marvin Evans,Marvin Evans
person,MC1,Country_271835,Jack Bell,Jack Bell
organization,MC1,,83241316,83241316
organization,MC1,,940161722,940161722
organization,MC1,,148766,148766
organization,MC1,,567857349,567857349
political_organization,MC1,,836,836
organization,MC1,,507470,507470
organization,MC1,,98,98
political_organization,MC1,,12358151,12358151
organization,MC1,,8127,8127
organization,MC1,,18668050,18668050
organization,MC1,,39033859,39033859
organization,MC1,,62532,62532
organization,MC1,,649009867,649009867
organization,MC1,,43454,43454
person,MC1,Country_19028,Carmen Mendez,Carmen Mendez
location,MC1,,a51f21a5-b410-4000-ada4-086bd2e65cb6,a51f21a5-b410-4000-ada4-086bd2e65cb6
organization,MC1,,359755772,359755772
political_organization,MC1,,7577,7577
location,MC1,,dffd75ca-7510-403d-a6a0-f904b0c7b41d,dffd75ca-7510-403d-a6a0-f904b0c7b41d
location,MC1,,61208e37-a326-4cf5-a571-f8bdd6f2dbf7,61208e37-a326-4cf5-a571-f8bdd6f2dbf7
movement,MC1,,30 days,30 days
location,MC1,,9ce492a2-de6e-4231-a018-318fc929908b,9ce492a2-de6e-4231-a018-318fc929908b
location,MC1,,ffb63251-ebdc-4346-b3a4-ef1515310806,ffb63251-ebdc-4346-b3a4-ef1515310806
location,MC1,,675d95eb-69b7-4f8a-bd4e-af2cf4def162,675d95eb-69b7-4f8a-bd4e-af2cf4def162
political_organization,MC1,,54056,54056
unknown,MC1,,âDuare Rationâ,âDuare Rationâ
person,MC1,Country_271835,Robert Rodriguez,Robert Rodriguez
person,MC1,Country_271835,Leslie Williams,Leslie Williams
location,MC1,,da243ebe-ea98-4510-a6a8-add6679f9d1a,da243ebe-ea98-4510-a6a8-add6679f9d1a
vessel,MC1,,Bulk Carrier,Bulk Carrier
location,MC1,,b400d237-4d56-4de8-917a-8e7654ccf315,b400d237-4d56-4de8-917a-8e7654ccf315
organization,MC1,,18404231,18404231
location,MC1,,2eeca6e0-f5a7-4b9d-8b3e-ada56d140e36,2eeca6e0-f5a7-4b9d-8b3e-ada56d140e36
person,MC1,Country_271835,Jose Parker,Jose Parker
organization,MC1,,4711730,4711730
location,MC1,,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57,cd7cb49f-0021-4fe9-a3a9-cc8b3fce0c57
organization,MC1,,959344,959344
company,MC1,Country_271835,James Limited Liability Company Logistics,James Limited Liability Company Logistics
organization,MC1,,951187691,951187691
person,MC1,Country_271835,Andrew Harrison,Andrew Harrison
organization,MC1,,18403617,18403617
organization,MC1,,365,365
organization,MC1,,404,404
location,MC1,,569767ed-015f-4cb9-a316-2db45fbf6cf3,569767ed-015f-4cb9-a316-2db45fbf6cf3
location,MC1,,9a3fecdc-0696-4b53-979c-8ac021f24910,9a3fecdc-0696-4b53-979c-8ac021f24910
location,MC1,,899ccad6-2380-4e2c-aa57-d7f487964993,899ccad6-2380-4e2c-aa57-d7f487964993
person,MC1,Country_271835,Eddie Alexander,Eddie Alexander
person,MC1,Country_271835,David Schwartz,David Schwartz
organization,MC1,,33560,33560
person,MC1,Country_271835,David Santiago,David Santiago
event,MC1,,Fridayâs,Fridayâs
person,MC1,Country_271835,Hannah Little,Hannah Little
political_organization,MC1,,92616021,92616021
person,MC1,Country_271835,Scott Dougherty,Scott Dougherty
person,MC1,Country_271835,Juan Mckinney,Juan Mckinney
location,MC1,,0223707c-6754-4419-acb2-510377eadd60,0223707c-6754-4419-acb2-510377eadd60
location,MC1,,d37a5a00-fca1-4753-890c-6975c311dc3f,d37a5a00-fca1-4753-890c-6975c311dc3f
person,MC1,Country_271835,Michelle Herring,Michelle Herring
location,MC1,,011ad1ae-ae1b-4c74-9f58-c020e6a3e836,011ad1ae-ae1b-4c74-9f58-c020e6a3e836
person,MC1,Country_271835,Bryan King,Bryan King
location,MC1,,6083f325-5f17-4d41-9c22-f188f55ea9f3,6083f325-5f17-4d41-9c22-f188f55ea9f3
location,MC1,,c2478e4c-2a8c-4d34-a5d5-fd46c66b5e67,c2478e4c-2a8c-4d34-a5d5-fd46c66b5e67
person,MC1,Country_271835,Daniel Vasquez,Daniel Vasquez
person,MC1,Country_271835,Kevin Daniel,Kevin Daniel
person,MC1,Country_271835,Lucas Williamson,Lucas Williamson
person,MC1,Country_271835,Daniel Butler,Daniel Butler
political_organization,MC1,,2330,2330
organization,MC1,,386,386
location,MC1,,d09a6a69-eed5-4057-9f96-dcf4c9cf4d88,d09a6a69-eed5-4057-9f96-dcf4c9cf4d88
person,MC1,Ivarisia,Lisa Lewis,Lisa Lewis
location,MC1,,3882e922-25e9-446d-8e04-97e8875fceb2,3882e922-25e9-446d-8e04-97e8875fceb2
location,MC1,,ba790a77-b0f3-4c1f-8d42-3d2bddbc1893,ba790a77-b0f3-4c1f-8d42-3d2bddbc1893
political_organization,MC1,,878521,878521
person,MC1,Country_271835,Robert Chang,Robert Chang
person,MC1,Country_271835,Manuel Hess,Manuel Hess
person,MC1,Country_271835,Brandon Stone,Brandon Stone
person,MC1,Country_271835,Seth Benjamin,Seth Benjamin
person,MC1,Rio Isla,Tom Bauer,Tom Bauer
person,MC1,Country_271835,Leslie Wood,Leslie Wood
person,MC1,Country_271835,Donna Davis,Donna Davis
organization,MC1,,7810241,7810241
organization,MC1,,34487,34487
organization,MC1,,83951569,83951569
organization,MC1,,4524860,4524860
movement,MC1,,three-hour,three-hour
political_organization,MC1,,59409,59409
person,MC1,Country_271835,Amanda Jenkins,Amanda Jenkins
vessel,MC1,,23,23
vessel,MC1,,Motor Vessel,Motor Vessel
organization,MC1,,24996,24996
organization,MC1,,90411963,90411963
location,MC1,,114d2882-b620-4098-bb56-d865bbb85339,114d2882-b620-4098-bb56-d865bbb85339
person,MC1,Country_271835,Christopher Moore,Christopher Moore
person,MC1,Country_271835,Sarah Williams,Sarah Williams
vessel,MC1,,Kenworth 18-wheeler,Kenworth 18-wheeler
unknown,MC1,,âsatisfactoryâ,âsatisfactoryâ
organization,MC1,,25777,25777
organization,MC1,,825,825
organization,MC1,,63548588,63548588
organization,MC1,,69007292,69007292
company,MC1,Country_271835,David Seabed Inc Consulting,David Seabed Inc Consulting
organization,MC1,,28890617,28890617
organization,MC1,,492220197,492220197
location,MC1,,662bfccd-798d-4e60-b308-2cb2918e3dd2,662bfccd-798d-4e60-b308-2cb2918e3dd2
organization,MC1,,14636,14636
person,MC1,Marebak,Maria Jackson,Maria Jackson
person,MC1,Country_271835,Deborah Carson,Deborah Carson
location,MC1,,d0842009-cbf1-4df2-adfa-121a82160a05,d0842009-cbf1-4df2-adfa-121a82160a05
political_organization,MC1,,3105981,3105981
location,MC1,,449856a6-3b60-46ca-b825-f9499558fa3a,449856a6-3b60-46ca-b825-f9499558fa3a
location,MC1,,16778128-07fa-46dd-b229-b0c2e2233602,16778128-07fa-46dd-b229-b0c2e2233602
person,MC1,Country_271835,Elizabeth Mccarty,Elizabeth Mccarty
person,MC1,Country_271835,Gregory Bowers,Gregory Bowers
person,MC1,Country_271835,Nicole Marshall,Nicole Marshall
organization,MC1,,207618139,207618139
person,MC1,Country_271835,Gina Knox,Gina Knox
organization,MC1,,3874,3874
person,MC1,Country_271835,Tonya Frazier,Tonya Frazier
political_organization,MC1,,80,80
person,MC1,Country_271835,Charles Duke,Charles Duke
person,MC1,Country_271835,Dennis Payne,Dennis Payne
person,MC1,Country_271835,Ashley Boyer,Ashley Boyer
person,MC1,Country_271835,Darin Taylor,Darin Taylor
person,MC1,Country_271835,Larry Cisneros,Larry Cisneros
person,MC1,Country_271835,Teresa Hansen,Teresa Hansen
person,MC1,Country_271835,Ethan Walsh,Ethan Walsh
person,MC1,Country_271835,Michael Evans,Michael Evans
person,MC1,Country_271835,Alexandra Jackson,Alexandra Jackson
person,MC1,Country_271835,Lauren Sanchez,Lauren Sanchez
person,MC1,Country_271835,Crystal Hunter,Crystal Hunter
person,MC1,Country_271835,Christopher Berry,Christopher Berry
person,MC1,Country_271835,James Patterson,James Patterson
person,MC1,Country_271835,Jon Johnson,Jon Johnson
person,MC1,Country_271835,Andrea White,Andrea White
person,MC1,Country_271835,Emily Smith,Emily Smith
person,MC1,Country_271835,Megan Gonzales,Megan Gonzales
person,MC1,Country_271835,Kenneth Warren,Kenneth Warren
person,MC1,Country_271835,Edward Winters,Edward Winters
person,MC1,Country_271835,Emily Stevens,Emily Stevens
person,MC1,Country_271835,Gabrielle Wright,Gabrielle Wright
person,MC1,Country_271835,Erika Carter,Erika Carter
person,MC1,Country_271835,James Johnson,James Johnson
person,MC1,Country_271835,Brandi Johnson,Brandi Johnson
event,MC1,,Storm,Storm
organization,MC1,,91810266,91810266
vessel,MC1,,HMS,HMS
person,MC1,Country_271835,John Campbell,John Campbell
person,MC1,Country_271835,Diane Forbes,Diane Forbes
person,MC1,Country_271835,Dawn Robinson,Dawn Robinson
organization,MC1,,19285,19285
person,MC1,Country_271835,Kimberly Williams,Kimberly Williams
person,MC1,Country_271835,John Murray,John Murray
person,MC1,Country_271835,Nathaniel Shah,Nathaniel Shah
person,MC1,Country_271835,Stephen Peterson,Stephen Peterson
person,MC1,Country_271835,Eric Roman,Eric Roman
company,MC1,Country_271835,Playa del Cielo  Marine,Playa del Cielo  Marine
organization,MC1,,99,99
location,MC1,,1f8c20da-5f20-4116-907a-a653089bb8a0,1f8c20da-5f20-4116-907a-a653089bb8a0
organization,MC1,,8832615,8832615
organization,MC1,,5199,5199
unknown,MC1,,âoverwhelmedâ,âoverwhelmedâ
location,MC1,,14525ad3-213a-406d-8e3e-64213f0be171,14525ad3-213a-406d-8e3e-64213f0be171
person,MC1,Country_271835,Rachel Campbell,Rachel Campbell
person,MC1,Country_271835,Gregory Marsh,Gregory Marsh
person,MC1,Country_271835,Sarah Allen,Sarah Allen
person,MC1,Country_271835,Brittney Rice,Brittney Rice
person,MC1,Country_271835,Ashley Long,Ashley Long
person,MC1,Country_271835,Jessica Hernandez,Jessica Hernandez
organization,MC1,,419,419
location,MC1,,577a9358-a718-4d90-a90e-88f88c58160d,577a9358-a718-4d90-a90e-88f88c58160d
location,MC1,,17de5508-cf65-4e04-9bdd-acba951afe7a,17de5508-cf65-4e04-9bdd-acba951afe7a
location,MC1,,ca87f68d-1df8-4746-a8af-8d810f49e783,ca87f68d-1df8-4746-a8af-8d810f49e783
organization,MC1,,33210,33210
location,MC1,,88d63621-4f58-4c7e-a02d-589cefb3a6be,88d63621-4f58-4c7e-a02d-589cefb3a6be
person,MC1,Country_271835,Diane Young,Diane Young
person,MC1,Country_271835,Traci Elliott,Traci Elliott
company,MC1,Oceanus,hi xng BV Carriers,hi xng BV Carriers
person,MC1,Country_271835,Lucas Adams,Lucas Adams
person,MC1,Country_271835,Rebecca Jordan,Rebecca Jordan
person,MC1,Oceanus,Scott Day,Scott Day
person,MC1,Country_271835,Colin Hunter,Colin Hunter
location,MC1,,b9faf7c4-f237-4112-91bd-71fa0cf8571a,b9faf7c4-f237-4112-91bd-71fa0cf8571a
organization,MC1,,135338,135338
event,MC1,,âStuff,âStuff
person,MC1,Country_271835,William Lopez,William Lopez
person,MC1,Country_271835,Warren Schwartz,Warren Schwartz
organization,MC1,,72092,72092
location,MC1,,b605391a-2c84-4d59-98f0-d12fd185ec64,b605391a-2c84-4d59-98f0-d12fd185ec64
person,MC1,Country_271835,Amy Mcclure,Amy Mcclure
person,MC1,Country_271835,Jessica Mullins,Jessica Mullins
person,MC1,Country_271835,Randall Martinez,Randall Martinez
vessel,MC1,,Vessels,Vessels
organization,MC1,,511915273,511915273
organization,MC1,,435,435
location,MC1,,b03a6fc7-507a-4328-9814-57561acb4fc6,b03a6fc7-507a-4328-9814-57561acb4fc6
organization,MC1,,71608,71608
person,MC1,Country_271835,Martin Jones,Martin Jones
location,MC1,,d4b66d04-ad3c-425a-a123-00e589b86a52,d4b66d04-ad3c-425a-a123-00e589b86a52
organization,MC1,,95850,95850
person,MC1,Country_532332,Danny Walker,Danny Walker
person,MC1,Country_532332,Paul Hoover,Paul Hoover
political_organization,MC1,,45310570,45310570
person,MC1,Country_271835,Aaron Cruz,Aaron Cruz
political_organization,MC1,,598,598
location,MC1,,928896ee-0c39-4b2c-aee6-910dc225513e,928896ee-0c39-4b2c-aee6-910dc225513e
organization,MC1,,442,442
location,MC1,,18139144-efbe-4540-8e65-fde29def1993,18139144-efbe-4540-8e65-fde29def1993
organization,MC1,,826749274,826749274
person,MC1,Country_271835,Michael Wright,Michael Wright
organization,MC1,,753,753
person,MC1,Country_271835,Chad Ruiz,Chad Ruiz
organization,MC1,,687878,687878
organization,MC1,,368951,368951
location,MC1,,c0ce6d15-622b-42a3-b892-f5efe5b4d00c,c0ce6d15-622b-42a3-b892-f5efe5b4d00c
location,MC1,,a086a63d-19c7-4241-845a-f82c628d09a2,a086a63d-19c7-4241-845a-f82c628d09a2
person,MC1,Country_271835,Brett Lee,Brett Lee
person,MC1,Country_271835,Noah Mitchell,Noah Mitchell
location,MC1,,037acfda-0d33-4ce8-8907-fe7da3e27dff,037acfda-0d33-4ce8-8907-fe7da3e27dff
person,MC1,Country_271835,Ronnie Gates,Ronnie Gates
unknown,MC1,,âexemplaryâ,âexemplaryâ
location,MC1,,b120bc86-764c-4e2b-9f36-1587f91a20e3,b120bc86-764c-4e2b-9f36-1587f91a20e3
location,MC1,,4843b052-8f18-4298-9464-d780feb5ddad,4843b052-8f18-4298-9464-d780feb5ddad
vessel,MC1,,scooter,scooter
location,MC1,,7cc6a1fe-59b5-491c-8985-bf6d77836092,7cc6a1fe-59b5-491c-8985-bf6d77836092
political_organization,MC1,,8084530,8084530
location,MC1,,ce8495cf-fe04-40b3-aaa2-d0bc29131f92,ce8495cf-fe04-40b3-aaa2-d0bc29131f92
organization,MC1,,6071877,6071877
location,MC1,,93ac5fec-5f52-4431-a3ff-91430a8062f6,93ac5fec-5f52-4431-a3ff-91430a8062f6
organization,MC1,,422,422
organization,MC1,,753589537,753589537
company,MC1,Country_984172,Spanish Co & Son's,Spanish Co & Son's
person,MC1,Country_271835,Matthew Anderson,Matthew Anderson
location,MC1,,332bb88e-0a63-41e3-8a27-87795fd552e9,332bb88e-0a63-41e3-8a27-87795fd552e9
event,MC1,,course years,course years
location,MC1,,2ade0908-d1c9-45de-9dbb-3dfec75d9317,2ade0908-d1c9-45de-9dbb-3dfec75d9317
company,MC1,Country_271835,Portuguese Sardines GmbH & Co. KG Line,Portuguese Sardines GmbH & Co. KG Line
company,MC1,Country_271835,Lake Nyasa Ltd. Corporation,Lake Nyasa Ltd. Corporation
person,MC1,Country_271835,Joshua Huang,Joshua Huang
organization,MC1,,3740,3740
organization,MC1,,440,440
organization,MC1,,601882545,601882545
organization,MC1,,88651,88651
person,MC1,Country_271835,William Taylor,William Taylor
location,MC1,,4294544a-9643-4cfd-97a0-ac656cb17e60,4294544a-9643-4cfd-97a0-ac656cb17e60
person,MC1,Country_271835,Hannah Ray,Hannah Ray
location,MC1,,c495290e-2de7-487d-a139-f273c4974539,c495290e-2de7-487d-a139-f273c4974539
organization,MC1,,353361057,353361057
unknown,MC1,,Amstel Inc,Amstel Inc
unknown,MC1,,âHelpâ,âHelpâ
organization,MC1,,35829746,35829746
person,MC1,Country_271835,Charlotte Lopez,Charlotte Lopez
person,MC1,Country_271835,Mark Scott,Mark Scott
organization,MC1,,86034444,86034444
person,MC1,Country_271835,Nicholas King,Nicholas King
person,MC1,Country_271835,James Andrews,James Andrews
person,MC1,Country_271835,Joshua Wright,Joshua Wright
person,MC1,Country_271835,Mary Harrington,Mary Harrington
unknown,MC1,,âsleepy,âsleepy
political_organization,MC1,,67745773,67745773
organization,MC1,,214883455,214883455
person,MC1,Country_271835,Brett Moss,Brett Moss
location,MC1,,e69d4cb2-8bec-4496-8518-7426c6b9da65,e69d4cb2-8bec-4496-8518-7426c6b9da65
company,MC1,Country_271835,Kagera River  GmbH & Co. KG Delivery,Kagera River  GmbH & Co. KG Delivery
unknown,MC1,,16,16
person,MC1,Country_271835,Holly Donaldson,Holly Donaldson
location,MC1,,c8026923-944a-4155-b2ec-e160135e0c47,c8026923-944a-4155-b2ec-e160135e0c47
location,MC1,,58cf758d-a6f2-48ba-ac0c-89581ae6b4a5,58cf758d-a6f2-48ba-ac0c-89581ae6b4a5
organization,MC1,,313441257,313441257
organization,MC1,,222079892,222079892
organization,MC1,,2919,2919
person,MC1,Country_271835,Dana Montes,Dana Montes
organization,MC1,,1518,1518
organization,MC1,,9820523,9820523
person,MC1,Country_271835,Bryce Chavez,Bryce Chavez
location,MC1,,90c3cb48-8060-4a55-804c-710044d19487,90c3cb48-8060-4a55-804c-710044d19487
person,MC1,Country_271835,Brittany Rivers,Brittany Rivers
location,MC1,,2ed68d75-994e-43dd-b326-a2adfa540562,2ed68d75-994e-43dd-b326-a2adfa540562
person,MC1,Country_271835,Michelle Evans,Michelle Evans
location,MC1,,05d471b4-0e8c-4879-80b2-ef600220e09d,05d471b4-0e8c-4879-80b2-ef600220e09d
person,MC1,Country_271835,James Garcia,James Garcia
person,MC1,Country_271835,Kendra Owens,Kendra Owens
organization,MC1,,15,15
organization,MC1,,805275,805275
location,MC1,,fcef975b-e382-4c81-8160-41bf9e5bf937,fcef975b-e382-4c81-8160-41bf9e5bf937
unknown,MC1,,âPublic Loaders,âPublic Loaders
organization,MC1,,715490,715490
organization,MC1,,14952,14952
unknown,MC1,,âEQUIPMENTâ,âEQUIPMENTâ
organization,MC1,,353642,353642
person,MC1,Country_193919,Ronald Gray,Ronald Gray
person,MC1,Country_928409,Debbie Ayala,Debbie Ayala
person,MC1,Country_271835,Terri Rodriguez,Terri Rodriguez
organization,MC1,,6457,6457
organization,MC1,,6513816,6513816
organization,MC1,,43797101,43797101
organization,MC1,,535955126,535955126
organization,MC1,,8211361,8211361
company,MC1,Country_271835,Scania Seafaring SRL Express,Scania Seafaring SRL Express
company,MC1,Country_271835,Estrella del Sol LLC,Estrella del Sol LLC
political_organization,MC1,,73470062,73470062
person,MC1,Country_271835,Kenneth Fox,Kenneth Fox
organization,MC1,,777,777
unknown,MC1,,âshabuâ,âshabuâ
person,MC1,Country_271835,Rebecca Coleman,Rebecca Coleman
organization,MC1,,868626239,868626239
organization,MC1,,573756802,573756802
person,MC1,Country_271835,Margaret Hodges,Margaret Hodges
organization,MC1,,7680453,7680453
location,MC1,,64c45541-e00b-423c-bc7d-238aa3a4d3ad,64c45541-e00b-423c-bc7d-238aa3a4d3ad
movement,MC1,,thirty days,thirty days
location,MC1,,c2d2e029-6f38-4148-9079-15615103cea6,c2d2e029-6f38-4148-9079-15615103cea6
organization,MC1,,186,186
person,MC1,Country_271835,Kristin Johnston,Kristin Johnston
unknown,MC1,,âcrisisâ,âcrisisâ
organization,MC1,,812137,812137
location,MC1,,961bafd7-8d2b-405a-9c79-0f5345498cab,961bafd7-8d2b-405a-9c79-0f5345498cab
organization,MC1,,5334,5334
political_organization,MC1,,35679,35679
person,MC1,Country_271835,Jason Neal,Jason Neal
person,MC1,Country_271835,Diana Dawson,Diana Dawson
person,MC1,Marebak,Courtney Johnson,Courtney Johnson
organization,MC1,,613556,613556
organization,MC1,,353,353
unknown,MC1,,Aicrowe Biotech Co,Aicrowe Biotech Co
location,MC1,,0f952ad7-6ecb-472e-8a30-895501a0e8c8,0f952ad7-6ecb-472e-8a30-895501a0e8c8
organization,MC1,,9507963,9507963
organization,MC1,,979294,979294
organization,MC1,,25222883,25222883
unknown,MC1,,Gaosheng Biotechnology Co,Gaosheng Biotechnology Co
location,MC1,,d2948905-9121-400b-905f-e449bf8ca35e,d2948905-9121-400b-905f-e449bf8ca35e
vessel,MC1,,AirPods,AirPods
organization,MC1,,5246016,5246016
organization,MC1,,64863263,64863263
company,MC1,Country_271835,Danish Lobster Ltd. Liability Co,Danish Lobster Ltd. Liability Co
unknown,MC1,,076,076
unknown,MC1,,vansâ,vansâ
organization,MC1,,36868,36868
organization,MC1,,3127062,3127062
organization,MC1,,3369,3369
organization,MC1,,30880,30880
unknown,MC1,,âDisastrousâ,âDisastrousâ
company,MC1,Country_271835,Lake Manyara  SRL Brothers,Lake Manyara  SRL Brothers
location,MC1,,8ce9074f-2904-41ea-896a-5d932e06f54c,8ce9074f-2904-41ea-896a-5d932e06f54c
location,MC1,,3d009ee1-0d95-4516-802f-8a5110bde01e,3d009ee1-0d95-4516-802f-8a5110bde01e
organization,MC1,,64667049,64667049
organization,MC1,,1303,1303
location,MC1,,dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a,dbeb3e02-dc0c-4455-a16b-2d0b9cb2c65a
location,MC1,,601e76fd-8517-4269-b976-2743987a49f3,601e76fd-8517-4269-b976-2743987a49f3
organization,MC1,,67261634,67261634
organization,MC1,,344,344
location,MC1,,ba0514a3-9c57-4b04-a7c5-89fc0463fdda,ba0514a3-9c57-4b04-a7c5-89fc0463fdda
organization,MC1,,60197861,60197861
organization,MC1,,8978,8978
person,MC1,Country_271835,Sharon Townsend,Sharon Townsend
person,MC1,Country_271835,Travis Sparks,Travis Sparks
person,MC1,Country_271835,Deborah Porter DDS,Deborah Porter DDS
location,MC1,,d4291c4b-873e-4830-b44a-85227fde3ee2,d4291c4b-873e-4830-b44a-85227fde3ee2
person,MC1,Country_271835,Amanda Clayton,Amanda Clayton
unknown,MC1,,âshark finâ,âshark finâ
organization,MC1,,70720996,70720996
organization,MC1,,95291001,95291001
organization,MC1,,42627990,42627990
company,MC1,Country_271835,Mar de Estrellas Oyj Carriers,Mar de Estrellas Oyj Carriers
location,MC1,,6d345854-f864-4194-85d2-047e66332dca,6d345854-f864-4194-85d2-047e66332dca
person,MC1,Oceanus,Christopher Cunningham,Christopher Cunningham
person,MC1,Country_271835,Erica Parks,Erica Parks
location,MC1,,df26d11f-ed87-4a19-b9e8-18e9783c00f5,df26d11f-ed87-4a19-b9e8-18e9783c00f5
movement,MC1,,2028,2028
location,MC1,,bc507d7c-29c9-4b0d-909e-52dd450a25d3,bc507d7c-29c9-4b0d-909e-52dd450a25d3
event,MC1,,entire 2036,entire 2036
person,MC1,Country_271835,Brenda Cox,Brenda Cox
person,MC1,Country_271835,Suzanne Reed,Suzanne Reed
person,MC1,Country_271835,Cody Lewis,Cody Lewis
organization,MC1,,1263250,1263250
person,MC1,Country_271835,Chris Booth,Chris Booth
movement,MC1,,July 2036,July 2036
person,MC1,Country_271835,Lisa Henderson,Lisa Henderson
person,MC1,Country_271835,Karen Delgado,Karen Delgado
unknown,MC1,,13d79d632036,13d79d632036
unknown,MC1,,2037/09,2037/09
person,MC1,Country_615819,Melissa Norman,Melissa Norman
person,MC1,Country_271835,Jennifer Andrade,Jennifer Andrade
person,MC1,Country_271835,Lori Cummings,Lori Cummings
event,MC1,,2032s,2032s
person,MC1,Country_271835,Damon Nelson,Damon Nelson
person,MC1,Country_271835,Laura Jimenez,Laura Jimenez
political_organization,MC1,,687028,687028
person,MC1,Country_271835,Susan Mendoza,Susan Mendoza
person,MC1,Country_271835,Alexis Smith,Alexis Smith
person,MC1,Country_271835,Laura Smith,Laura Smith
person,MC1,Country_271835,Samantha Manning,Samantha Manning
location,MC1,,6ed1a821-e669-41f4-8a02-df4c818ff22e,6ed1a821-e669-41f4-8a02-df4c818ff22e
unknown,MC1,,2038650116,2038650116
location,MC1,,f1e84016-0f09-4907-a777-a6bb02b5f419,f1e84016-0f09-4907-a777-a6bb02b5f419
location,MC1,,e916e286-85e5-4a43-b2ef-89ad5260ebdc,e916e286-85e5-4a43-b2ef-89ad5260ebdc
unknown,MC1,,sectors sectors 2033,sectors sectors 2033
unknown,MC1,,yearbook2034,yearbook2034
unknown,MC1,,20370602035941,20370602035941
unknown,MC1,,yearbook2036,yearbook2036
location,MC1,,b8567859-bf54-49fd-8332-5775e19c65af,b8567859-bf54-49fd-8332-5775e19c65af
unknown,MC1,,2036-06,2036-06
person,MC1,Country_271835,Hannah Walter,Hannah Walter
unknown,MC1,,2035/03,2035/03
location,MC1,,b8f8208c-0388-484e-a700-b4c265170827,b8f8208c-0388-484e-a700-b4c265170827
location,MC1,,1aa47ffc-05a8-4edd-a8e0-94c10b650bd8,1aa47ffc-05a8-4edd-a8e0-94c10b650bd8
person,MC1,Country_271835,Kelly Mccarthy,Kelly Mccarthy
person,MC1,Country_271835,Frederick Taylor,Frederick Taylor
location,MC1,,ec4af8c8-1ff1-4aaa-9431-7697d930b3f4,ec4af8c8-1ff1-4aaa-9431-7697d930b3f4
person,MC1,Country_271835,Ray Howard,Ray Howard
event,MC1,,2036âs,2036âs
unknown,MC1,,faf.20363,faf.20363
person,MC1,Country_271835,Joshua Landry,Joshua Landry
person,MC1,Country_271835,Joy Anderson,Joy Anderson
location,MC1,,3eed159b-e98e-4f8a-98c2-c34341435411,3eed159b-e98e-4f8a-98c2-c34341435411
political_organization,MC1,,3190258,3190258
person,MC1,Country_271835,David Frederick,David Frederick
person,MC1,Country_271835,Curtis Grant,Curtis Grant
location,MC1,,4f533d76-17d7-4b95-86b5-106503c99b0c,4f533d76-17d7-4b95-86b5-106503c99b0c
unknown,MC1,,2030â,2030â
person,MC1,Country_271835,Lindsay Bennett,Lindsay Bennett
location,MC1,,e631b105-4953-43e1-8d37-a3ab5dd3d860,e631b105-4953-43e1-8d37-a3ab5dd3d860
location,MC1,,f514483d-fb5f-4cb2-bb8d-b616b10336d8,f514483d-fb5f-4cb2-bb8d-b616b10336d8
person,MC1,Country_271835,Laura Ballard,Laura Ballard
